id,title_romaji,title_english,episodes,duration,genres
6985,Buddha Saitan,The Rebirth of Buddha,1,115,"['Psychological', 'Romance', 'Supernatural']"
6986,Kansen: Inyoku no Rensa,,2,29,['Hentai']
6987,Aki-Sora,,1,21,"['Ecchi', 'Romance']"
6988,Doraemon: Nobita's Great Mermaid Naval Battle,Doraemon: Nobita's Great Mermaid Naval Battle,1,99,['Comedy']
6989,Uchuu Ace,Space Ace,52,25,"['Action', 'Adventure', 'Sci-Fi']"
6992,Hoshi ni Negai wo: Fantastic Cat,,1,39,"['Adventure', 'Sci-Fi']"
6993,Koneko no Rakugaki,,1,13,['Comedy']
6994,Koneko no Studio,Kitty's Studio,1,16,['Comedy']
6999,Tennis no Ouji-sama OVA ANOTHER STORY - Kako to Mirai no Message,,2,3,"['Comedy', 'Sports']"
7004,Shin Calimero,Calimero (1992),52,25,['Comedy']
7014,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,,1,111,"['Drama', 'Supernatural']"
7016,Senjou no Valkyria: Gallian Chronicles Theater,Valkyria Chronicles: Theater,9,3,['Comedy']
7017,K-ON!: Ura-On!,K-ON! Season 1 Shorts,7,2,['Comedy']
7020,Fashion,,1,3,['Comedy']
7021,Nihiki no Sanma,Nihiki no Sanma,1,22,['Comedy']
7022,G-senjou no Higeki,,1,9,['Comedy']
7024,Heya,,1,6,['Comedy']
7025,Kiseichuu no Ichiya,,1,10,['Comedy']
7026,Mado,,1,6,['Comedy']
7027,Manga,,1,7,['Comedy']
7028,P O P,,1,3,['Comedy']
7029,Tonari no Yarou,,1,9,['Comedy']
7030,Kemeko no LOVE,,1,3,['Comedy']
7031,Satsujinkyou Jidai,Au Fou!,1,13,['Fantasy']
7032,Kitte no Gensou,,1,7,['Comedy']
7041,Seto no Hanayome OVA Extras,My Bride is a Mermaid OVA Extras,2,1,['Comedy']
7044,Zan Sayonara Zetsubou Sensei Bangaichi,,2,27,['Comedy']
7045,Doraemon: Nobita no Taiyou Ou Densetsu,Doraemon: Nobita and the Legend of the Sun King,1,93,"['Adventure', 'Comedy', 'Fantasy']"
7048,Crush Gear Nitro,,50,23,['Sports']
7052,Shinshuu Sudama-hen,,4,28,['Action']
7053,Fault!!,,3,29,"['Hentai', 'Sports']"
7054,Kaichou wa Maid-sama!,Maid-Sama!,26,24,"['Comedy', 'Drama', 'Romance']"
7058,Uragiri wa Boku no Namae wo Shitteiru,The Betrayal Knows My Name,24,23,"['Adventure', 'Drama', 'Fantasy']"
7059,Black★Rock Shooter (OVA),,1,52,"['Action', 'Drama', 'Slice of Life']"
7060,Ring of Gundam,Ring of Gundam,1,5,['Mecha']
7062,Hidamari Sketch x ☆☆☆,Hidamari Sketch x Hoshimittsu,12,24,"['Comedy', 'Slice of Life']"
7066,Mahoromatic: Tadaima◇Okaeri,Mahoromatic: I'm Home!,2,24,"['Comedy', 'Ecchi', 'Romance', 'Sci-Fi']"
7071,Shoujouji no Tanuki-bayashi,,1,1,[]
7079,Ookami Kakushi,Okamikakushi ~ Masque of the Wolf,12,24,"['Action', 'Horror', 'Mystery', 'Supernatural']"
7081,Danball Senki,LBX: Little Battlers eXperience,44,23,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']"
7082,Shugo Chara! Party!,,25,25,"['Comedy', 'Mahou Shoujo', 'Romance']"
7083,Hakushaku to Yousei Specials,,6,3,"['Adventure', 'Fantasy']"
7088,Ichiban Ushiro no Daimaou,Demon King Daimao,12,23,"['Action', 'Comedy', 'Ecchi', 'Fantasy']"
7090,Madou King Granzort: Saigo no Magical Taisen,,2,25,"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci-Fi']"
7092,Shoujo Fight: Nora Inu-tachi no Odekake,,1,30,"['Drama', 'Sports']"
7103,Miracle☆Train: Oedo-sen e Youkoso,Miracle Train: Welcome to the Oedo Line,13,23,['Fantasy']
7106,Ougon Senshi Gold Lightan,Golden Warrior Gold Lightan,52,25,"['Mecha', 'Sci-Fi']"
7108,Shikabane Hime: Puchitto,,1,4,['Comedy']
7109,Gyouten Ningen Batsealer,Captain Fatz and the Seamorphs,52,25,"['Action', 'Adventure', 'Fantasy']"
7110,Shounen Maid Kuro-kun: Tenshi no Uta,,1,35,['Hentai']
7113,30th GUNDAM PERFECT MISSION,,1,2,"['Mecha', 'Sci-Fi']"
7117,Pika Don,,1,9,['Drama']
7122,Dai Yamato Zero-go,Great Yamato No. 0,5,45,['Sci-Fi']
7124,Madou King Granzort: Bouken-hen,,3,25,"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci-Fi']"
7135,Mahou Sensei Negima! ANIME FINAL,,1,84,"['Adventure', 'Supernatural']"
7139,Gdleen,,1,45,['Sci-Fi']
7144,Uchuu Senkan Yamato: Fukkatsu-hen,Space Battleship Yamato Resurrection,1,135,"['Action', 'Adventure', 'Drama']"
7148,Ladies versus Butlers!,Ladies Versus Butlers,12,24,"['Comedy', 'Ecchi', 'Romance']"
7152,Anyamal Tantei Kiruminzoo,,50,23,"['Comedy', 'Fantasy', 'Mahou Shoujo']"
7154,SM no Susume,,1,25,['Hentai']
7155,Beat Shot!!,,1,27,"['Hentai', 'Sports']"
7156,Arei no Kagami: Way to the Virgin Space,Arei's Mirror ~ Way to the Virgin Space,1,25,"['Action', 'Adventure', 'Sci-Fi']"
7157,Dr. Slump Movie 7: Arale-chan Ncha! Penguin Mura yori Ai wo Komete,Dr. Slump and Arale-chan: N-cha! Love Comes From Penguin Village,1,31,"['Comedy', 'Slice of Life']"
7158,Dr. Slump Movie 9: Arale-chan Ncha!! Wakuwaku Hot no Natsuyasumi,Dr. Slump and Arale-chan: Ncha!! Trembling Heart of the Summer,1,20,"['Comedy', 'Slice of Life']"
7160,Yoroshiku Mechadoc,Mecha-Doc,30,24,"['Action', 'Comedy', 'Sports']"
7162,Yaruki Manman,,3,30,['Hentai']
7164,Catman Specials,,4,5,"['Comedy', 'Fantasy', 'Slice of Life']"
7169,Ibara-Hime mata wa Nemuri-Hime,Briar-Rose or the Sleeping Beauty,1,22,"['Drama', 'Supernatural']"
7170,Kataku,,1,19,['Supernatural']
7171,Oni,,1,8,['Supernatural']
7174,Usaru-san,,4,2,[]
7175,Himitsukessha Taka no Tsume Countdown,,11,14,['Comedy']
7176,Cheburashka Arere?,,26,3,['Comedy']
7177,Gokyoudai Monogatari,,32,19,['Comedy']
7178,Tony's Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,,2,30,"['Hentai', 'Romance']"
7179,Makai Tenshi Djibril 3,,2,30,"['Fantasy', 'Hentai', 'Supernatural']"
7189,Kotatsu Neko,Table Cat,26,5,['Comedy']
7192,Choujikuu Romanesque Samy: MISSING 99,Superdimensional Romanesque Samy: Missing 99,1,59,"['Action', 'Fantasy', 'Sci-Fi']"
7193,Aoi Bungaku Series,Blue Literature Series,12,22,"['Drama', 'Psychological', 'Thriller']"
7211,Rose O'Neill Kewpie,,26,5,['Comedy']
7216,Sekai Douwa Anime Zenshuu,,10,10,"['Adventure', 'Fantasy']"
7222,Macross Frontier: Sayonara no Tsubasa,Macross Frontier: The Wings of Farewell,1,115,"['Action', 'Mecha', 'Music', 'Romance', 'Sci-Fi']"
7229,Black Jack ONA,,12,11,['Drama']
7230,Hoshi ni Negai wo: COLD BODY + WARM HEART,,1,22,"['Adventure', 'Sci-Fi']"
7242,Sengoku Gyoujin Dullahan: Kagen no Keishousha,The Inheritor of the Crescent Moon,,,"['Action', 'Adventure', 'Drama', 'Mecha']"
7243,Suisei,,1,5,['Comedy']
7244,Hyakka Zukan,Japanese-English Pictionary,1,12,['Comedy']
7245,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,The World's Most Famous Tales,26,24,['Fantasy']
7247,NAKED WOLVES,,52,5,"['Action', 'Comedy', 'Sports']"
7248,Gunbuster Renewal EX,Gunbuster Renewal EX,3,2,['Mecha']
7252,Grick no Bouken,The Enchanted Journey,1,84,"['Adventure', 'Drama', 'Fantasy']"
7254,Harukanaru Toki no Naka de 3: Owarinaki Unmei,,1,56,"['Adventure', 'Fantasy']"
7255,Hanaori,Breaking of Branches is Forbidden,1,14,['Comedy']
7257,Shijin no Shougai,A Poet's Life,1,19,"['Drama', 'Fantasy', 'Psychological']"
7258,Tabi,,1,12,"['Fantasy', 'Psychological']"
7259,Kenju Giga,Anthropo-Cynical Farce,1,8,['Psychological']
7262,Kagirohi: Shaku Kei,,2,28,"['Hentai', 'Sci-Fi']"
7264,Onmyouji Ayakashi no Megami: Inran Jubaku,,2,30,['Hentai']
7265,Kara no Shoujo,,2,27,"['Hentai', 'Romance', 'Thriller']"
7266,Binkan Athlete,,1,32,"['Hentai', 'Sports']"
7268,Diabolus: Kikoku,,2,30,['Hentai']
7270,Kidou Senshi Gundam 00 Special Edition,Mobile Suit Gundam 00 Special Edition,3,90,"['Action', 'Drama', 'Mecha', 'Sci-Fi']"
7273,Nido to Mezamenu Komori Uta,The Death Lullaby,1,27,['Drama']
7276,Natsumushi THE ANIMATION,,2,30,['Hentai']
7279,TO,,2,43,"['Action', 'Sci-Fi']"
7285,Ginga Tetsudou 999: Diamond Ring no Kanata e,Galaxy Express 999: Beyond the Diamond Ring,1,16,"['Adventure', 'Drama', 'Sci-Fi']"
7290,Cyborg 009: Kaijuu Sensou,Cyborg 009 and the Monster Wars,1,60,"['Action', 'Adventure', 'Sci-Fi']"
7294,Licca-chan Fushigi na Mahou no Ring,,2,30,"['Adventure', 'Fantasy']"
7295,Koi Tsubomi,,1,2,['Fantasy']
7296,Michi (Music Video),,1,2,[]
7305,Meitantei Conan Movie 10: Tantei-tachi no Requiem Recap Special,Case Closed Movie 10: Requiem of the Detectives Recap,1,25,"['Adventure', 'Mystery']"
7307,Gegege no Kitarou (1985),,108,25,"['Comedy', 'Supernatural']"
7308,Mirai Shounen Conan (Movie),Future Boy Conan Movie,1,122,"['Adventure', 'Sci-Fi']"
7311,Suzumiya Haruhi no Shoushitsu,The Disappearance of Haruhi Suzumiya,1,162,"['Drama', 'Mystery', 'Sci-Fi', 'Supernatural']"
7314,Yona Yona Penguin,,1,90,"['Adventure', 'Fantasy']"
7322,Needless+: Saint Lily Gakuen no Himitsu,Needless: The Secret of Saint Lily Academy,12,2,"['Comedy', 'Ecchi']"
7329,Tottoko Hamtaro Movie 1: Ham Ham Land Daibouken,Hamtaro Movie 1: Ham Ham Land Big Adventure,1,50,"['Adventure', 'Comedy', 'Fantasy']"
7330,Tottoko Hamtaro Movie 2: Ham Ham Ham~Jya! Maboroshi no Princess,,1,50,"['Adventure', 'Comedy', 'Fantasy']"
7333,Koi Suru Tenshi Angelique: Kagayaki no Ashita Special,Loving Angel Angelique: Radiant Tomorrow Special,1,26,"['Fantasy', 'Romance']"
7334,Bakugan Battle Brawlers: Gundalian Invaders,Bakugan: Gundalian Invaders,39,24,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
7336,Cyborg 009: Chou Ginga Densetsu,Cyborg 009: Legend of the Super Galaxy,1,130,"['Action', 'Sci-Fi']"
7337,"Hetalia Axis Powers Movie: Paint it, White!","Hetalia Axis Powers: Paint it, White!",1,80,['Comedy']
7338,DARKER THAN BLACK: Kuro no Keiyakusha - Gaiden,Darker than Black: Origins,4,24,"['Action', 'Mystery', 'Psychological', 'Sci-Fi']"
7343,Youbi Masochist Animation,Youbi Masochist Animation,2,35,['Hentai']
7354,Chikara to Onna no Yo no Naka,,1,2,[]
7363,Hokuto no Ken: LEGEND of HEROES,,1,6,['Action']
7364,Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,,1,40,"['Action', 'Adventure', 'Fantasy']"
7366,"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e",Please Save My Earth Movie: From Alice to Rin-kun,1,100,"['Drama', 'Romance', 'Sci-Fi']"
7367,NARUTO: THE CROSS ROADS,,1,27,"['Action', 'Adventure', 'Comedy']"
7374,100%,,1,53,['Drama']
7375,Shakugan no Shana S Specials,,4,7,['Comedy']
7376,Kurumiwari Ningyou,Nutcracker Fantasy,1,81,"['Drama', 'Fantasy', 'Romance']"
7395,Card Wang: Mix Master,,39,25,"['Adventure', 'Fantasy']"
7396,Shuffle! Prologue,,1,8,"['Comedy', 'Fantasy', 'Romance']"
7398,Sekai Meisaku Douwa,World Famous Fairy Tale Series,20,10,['Fantasy']
7405,Jankenman,,51,25,['Adventure']
7411,Kanojo x Kanojo x Kanojo: Sanshimai to no Dokidoki Kyoudou Seikatsu,Kanojo x Kanojo x Kanojo,3,29,['Hentai']
7415,Mukougaoka Chisato wa Tada Mitsumeteita no Datta,,1,5,[]
7416,Socket,,1,10,[]
7419,Wrestler Gundan Seisenshi Robin Jr.,,50,20,"['Action', 'Adventure', 'Comedy', 'Fantasy']"
7420,Byulbyul Iyagi,If You Were Me: Anima Vision (2005),6,12,"['Drama', 'Psychological']"
7423,rien-mura Monogatari Dai 1-wa,The Tales of Rien Village #1,1,3,['Fantasy']
7427,Getsumen To Heiki Mina Specials,,2,23,"['Action', 'Comedy', 'Ecchi']"
7430,Konjiki no Gash Bell!!: 00F - Ougon no Chichi wo Motsu Otoko,,1,18,"['Action', 'Adventure', 'Comedy', 'Ecchi']"
7435,Dragon Quest: Dai no Daibouken (1991),,1,31,"['Action', 'Adventure', 'Fantasy']"
7436,Dragon Quest: Dai no Daibouken Tachiagare!! Avan no Shito,,1,41,"['Action', 'Adventure', 'Fantasy']"
7445,Karo to Piyobupt: Ouchi,Karo & Piyobupt: A House,1,4,['Comedy']
7446,Karo to Piyobupt: Sandwiches,Karo & Piyobupt: The Sandwiches,1,4,['Comedy']
7448,Pacusi,,18,1,['Comedy']
7449,Pacusi no Uta,Song of Pacusi,1,1,"['Comedy', 'Music']"
7450,Kipling Jr.,,1,14,['Comedy']
7451,Kid's Castle,,1,5,['Comedy']
7452,Mini Moni Yaru no da Pyon!,,66,1,['Comedy']
7453,AIKa: ZERO Picture Drama,,3,5,['Ecchi']
7455,Kurutta Kyoutou: Danzai no Gakuen,,1,30,['Hentai']
7456,DISCIPLINE Rei,,2,30,['Hentai']
7458,Watashi no Shiranai Mesu no Kao,,1,30,['Hentai']
7459,The Collected Animations of ICAF (2001-2006),,16,10,"['Fantasy', 'Mystery']"
7461,Komaneko no Christmas: Maigo ni Natta Present,A Komaneko Christmas: The Lost Present,1,20,"['Comedy', 'Fantasy']"
7463,Weiß Survive R,,12,2,"['Comedy', 'Ecchi']"
7465,Eve no Jikan Movie,Time of Eve: The Movie,1,106,"['Sci-Fi', 'Slice of Life']"
7466,Hashire!,,1,1,['Comedy']
7468,Princess Lover! Picture Drama,,6,9,"['Comedy', 'Ecchi']"
7471,Meitantei Conan Movie 09: Suihei Senjou no Sutoratejii Recap,Case Closed Movie 09: Strategy Above the Depths Recap,1,30,"['Adventure', 'Comedy', 'Mystery']"
7472,Gintama: Shinyaku Benizakura-hen,Gintama - The Movie,1,95,"['Action', 'Comedy', 'Sci-Fi']"
7473,Rennyo to Sono Haha,Rennyo and His Mother,1,93,[]
7474,"Onegai☆Teacher: Marie, Ai no Gekijou",Please☆Teacher: Marie Love Theater,1,3,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']"
7475,Ano Ko ni 1000%,That Girl is 1000%,1,10,['Romance']
7477,Bushe zhi She,To Shoot Without Shooting,1,25,"['Adventure', 'Supernatural']"
7479,Karate Baka Ichidai,The Fanatical Karate Generation,47,20,"['Action', 'Adventure', 'Drama', 'Sports']"
7482,"Yume kara, Samenai",,1,37,"['Drama', 'Romance', 'Slice of Life']"
7485,Urashima Tarou (Provisional Title),,1,2,['Fantasy']
7488,Karo to Piyobupt: Ame no Hi,Karo & Piyobupt: Imagination,1,4,['Fantasy']
7491,Dragon Quest Retsuden: Roto no Monshou,,1,45,"['Action', 'Adventure', 'Fantasy']"
7494,Kyouiku Otogi Manga Usagi to Kame,The Hare and the Tortoise,1,7,['Fantasy']
7495,Nonki na Tou-san Ryuuguu Mairi,,1,5,['Supernatural']
7496,Saiyuuki: Son Gokuu Monogatari,,1,8,['Adventure']
7497,Mikanbune,A Ship of Oranges,1,6,[]
7498,Doubutsu Olympic Taikai,,1,13,"['Comedy', 'Sports']"
7500,Maabou no Shounen Koukuuhei,,1,11,[]
7501,Kintarou Taiiku Nikki,,1,9,['Comedy']
7504,Bologee Story,Bologee Story,1,11,"['Drama', 'Romance']"
7505,KNYACKI!,KNYACKI!,49,5,"['Comedy', 'Drama', 'Fantasy']"
7510,Shisha no Sho,The Book of the Dead,1,70,"['Drama', 'Supernatural']"
7511,WORKU: Dai 1-wa FROM BEHIND,,2,5,"['Fantasy', 'Psychological']"
7512,Dambo,,1,5,['Fantasy']
7518,Boku wa Kuma,,1,2,['Slice of Life']
7522,Taichi Senjimon,Tai Chi Chasers,39,25,"['Action', 'Adventure', 'Fantasy']"
7524,Mahou no Pen,,1,11,[]
7525,Kick Off 2002,Kick Off (2002),26,23,['Sports']
7526,Ousama no Shippo,,1,33,['Fantasy']
7527,Ponsuke no Udekurabe,,1,10,['Action']
7528,Kujira (1952),,1,8,['Fantasy']
7529,Mori no Ongakukai,,1,9,['Comedy']
7530,Hana to Chou,,1,10,['Fantasy']
7531,Onbu Obake,,1,23,['Supernatural']
7532,Kuroi Kikori to Shiroi Kikori,The Black Woodcutter and the White Woodcutter,1,15,['Fantasy']
7536,Soukou Kihei Votoms: Pailsen Files the Movie,Armored Trooper Votoms: Pailsen Files,1,118,"['Mecha', 'Sci-Fi']"
7540,Kurogane no Linebarrels OVA,Linebarrels of Iron OVA,2,23,"['Action', 'Comedy', 'Ecchi', 'Mecha']"
7547,Komadori Eiga: Komaneko,Komaneko: the Curious Cat,5,12,['Slice of Life']
7549,Quiz Magic Academy: The Original Animation 2,,1,30,"['Comedy', 'Fantasy']"
7550,Pikachu Tanken Club,,1,23,"['Adventure', 'Comedy', 'Fantasy']"
7551,Gowappa 5 Gordam,Goliath the Super Fighter,36,25,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']"
7561,Kaitou Reinya,,12,3,['Comedy']
7568,Umineko no Naku Koro ni Specials,When the Seagulls Cry Specials,26,1,['Comedy']
7569,Idol Ace,Idol Ace,1,2,['Comedy']
7571,Kita e.: Diamond Dust Drops Special,Diamond Daydreams Special,1,24,"['Drama', 'Slice of Life']"
7573,Bakunyuu BOMB,,3,17,['Hentai']
7575,Oh! Family,,26,25,"['Comedy', 'Drama', 'Romance', 'Slice of Life']"
7578,Gokinjo Monogatari the Movie,Neighborhood Story The Movie,1,30,"['Comedy', 'Drama', 'Romance']"
7579,HAPPY☆LESSON: Hoka Hoka★Kanna to Futari Kiri,,1,25,"['Comedy', 'Romance']"
7580,Ikkitousen: Xtreme Xecutor,Ikki Tousen: Xtreme Xecutor,12,24,"['Action', 'Ecchi']"
7581,Otome Chibaku Yuugi,,2,30,['Hentai']
7582,Reijoku no Yakata,The House of 5 Lusts,2,30,['Hentai']
7583,Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai,,2,30,['Hentai']
7588,Saraiya Goyou,House of Five Leaves,12,23,"['Drama', 'Mystery']"
7590,Mayoi Neko Overrun!,,13,24,"['Comedy', 'Romance']"
7591,Tono to Issho,,1,37,['Comedy']
7592,Nurarihyon no Mago,Nura: Rise of the Yokai Clan,24,24,"['Action', 'Supernatural']"
7593,kiss×sis (TV),,12,24,"['Comedy', 'Ecchi', 'Romance', 'Slice of Life']"
7596,Haiyoru! Nyaruani,Haiyoru! Nyaruani,9,2,"['Comedy', 'Sci-Fi']"
7597,"Boku, Otaryman",,1,35,"['Comedy', 'Slice of Life']"
7598,Loups=Garous,,1,98,"['Mystery', 'Sci-Fi', 'Thriller']"
7601,Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,,3,28,['Fantasy']
7605,Henbe,,200,20,"['Adventure', 'Comedy', 'Fantasy']"
7610,Anju to Zushioumaru,,1,83,['Fantasy']
7611,Issho ni Ecchi,,1,32,['Hentai']
7612,Haha Sange,Step MILF,2,30,['Hentai']
7616,Michi,,4,13,['Drama']
7617,atelier petros Jookuu Gekijou: Sentaku Shima no Sentaku Tori,The Wash Bird of the Wash Island,1,3,"['Comedy', 'Fantasy']"
7619,Gegege no Kitarou (1996),Spooky Kitaro,114,25,"['Adventure', 'Supernatural']"
7621,Chuumon no Ooi Ryouriten,The Restaurant of Many Orders,1,18,['Supernatural']
7625,Fairy Dick,Fairy Dick,26,20,['Fantasy']
7626,Umi no Triton (Movie),,2,74,"['Adventure', 'Fantasy']"
7627,Mitsudomoe,,13,24,"['Comedy', 'Slice of Life']"
7629,The Arari Show,Surviving in Korea,26,5,"['Comedy', 'Drama', 'Slice of Life']"
7633,Ari no Seikatsu,The Life Of Ants,1,14,['Fantasy']
7639,Shounen Santa no Daibouken,,24,23,"['Adventure', 'Fantasy']"
7643,Domo-kun,,,1,"['Comedy', 'Slice of Life']"
7645,Heartcatch Precure!,Heartcatch Precure!,49,24,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Mahou Shoujo']"
7646,Yawarakame♥,,26,2,['Comedy']
7647,Arakawa Under the Bridge,Arakawa Under the Bridge,13,24,"['Comedy', 'Romance']"
7651,Ningen Shikkaku: Director's Cut Ban,No Longer Human,1,89,"['Drama', 'Psychological']"
7654,Tokyo Magnitude 8.0 Soushuuhen,,1,55,['Drama']
7655,Major S6,,25,24,"['Comedy', 'Drama', 'Sports']"
7659,Aisubeki Mirai e,,1,9,[]
7661,GIANT KILLING,Giant Killing,26,24,"['Drama', 'Sports']"
7662,Shinrei Tantei Yakumo,Psychic Detective Yakumo,13,24,"['Horror', 'Mystery', 'Romance', 'Supernatural']"
7664,Nils no Fushigi na Tabi: Movie,The Wonderful Adventures of Nils Movie,1,82,"['Adventure', 'Fantasy']"
7666,Dr. Slump Arale-chan Hello! Fushigi Shima,Dr. Slump and Arale-chan: Hello! Wonder Island,1,25,"['Comedy', 'Slice of Life']"
7667,Dr. Slump Movie 3: Arale-chan Hoyoyo Sekai Isshuu Dai Race,Dr. Slump and Arale-chan: The Great Round-the-World Race,1,52,"['Comedy', 'Slice of Life']"
7668,Suki Desu Suzuki-kun!!,,2,14,['Romance']
7669,Bungaku Shoujo: Kyou no Oyatsu - Hatsukoi,,1,17,"['Comedy', 'Fantasy']"
7674,Bakuman.,Bakuman.,25,24,"['Comedy', 'Drama', 'Romance', 'Slice of Life']"
7681,Kyouryuu Wakusei,Dinosaur Planet,60,20,"['Adventure', 'Fantasy', 'Sci-Fi']"
7683,Suiren no Hito,Nostalgia,1,16,['Drama']
7691,Tokimeki Memorial 4 ORIGINAL ANIMATION: Hajimari no Finder,,1,35,[]
7695,Pocket Monsters Diamond & Pearl: Genei no Hasha Zoroark,Pokémon: Zoroark—Master of Illusions,1,96,"['Action', 'Adventure', 'Fantasy']"
7696,Sangokushi Daiichibu Eiyuutachi no Yoake,,1,137,['Drama']
7697,Sangokushi Dainibu Choukou Moyu,Great Conquest: Romance of Three Kingdoms,1,120,['Action']
7698,Sangokushi Daisanbu Harukanaru Taichi,,1,147,['Action']
7705,Starry☆Sky,,26,11,"['Comedy', 'Drama', 'Romance', 'Slice of Life']"
7708,Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,,4,30,['Hentai']
7709,Peng You Town,,1,5,['Slice of Life']
7711,Karigurashi no Arrietty,The Secret World of Arrietty,1,94,"['Adventure', 'Drama', 'Fantasy']"
7712,Kansen 2: Inzai Toshi,,2,30,['Hentai']
7713,Nihon Mukashi-banashi: Sarukani,The Monkey and the Crab,1,19,['Fantasy']
7715,Auto Mommy,,1,12,['Fantasy']
7718,Denshinbashira Elemi no Koi,Elemi,1,45,['Fantasy']
7720,Ookiku Furikabutte: Natsu no Taikai-hen,Big Windup! 2,13,24,"['Comedy', 'Sports']"
7721,Meat or Die,,12,1,"['Adventure', 'Comedy']"
7723,Hipira-kun,,10,5,"['Comedy', 'Fantasy', 'Supernatural']"
7724,Shiki,Shiki,22,23,"['Horror', 'Mystery', 'Supernatural', 'Thriller']"
7729,Hokkyoku no Muushika Miishika,Adventures of the Polar Cubs,1,78,['Adventure']
7730,Issho ni H Shiyo,,6,19,"['Hentai', 'Romance']"
7739,11eyes OVA,,1,23,"['Comedy', 'Ecchi', 'Supernatural']"
7740,Queen's Blade: Gyokuza wo Tsugu Mono Specials,Queen's Blade: Inheritor of the Throne Specials,6,3,"['Action', 'Adventure', 'Ecchi', 'Fantasy']"
7744,Fight Ippatsu! Juuden-chan!! Specials,,6,6,"['Comedy', 'Ecchi']"
7745,Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,,1,25,"['Action', 'Comedy', 'Supernatural']"
7748,Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,,1,23,"['Hentai', 'Romance']"
7750,Digi-girl POP!: STRAWBERRY＆POP MIX FLAVOR,,26,3,"['Comedy', 'Sci-Fi']"
7751,Midnight Horror School,,52,22,['Comedy']
7752,Bao Liang Deng,Lotus Lantern,1,94,"['Action', 'Adventure', 'Fantasy']"
7759,Saki Picture Drama,,7,8,"['Comedy', 'Slice of Life']"
7761,Gyagu Manga Biyori +,,26,5,['Comedy']
7762,"Yondemasu yo, Azazel-san.",,4,21,"['Comedy', 'Supernatural']"
7768,Tantei Opera Milky Holmes,Detective Opera Milky Holmes,12,24,"['Comedy', 'Mystery']"
7769,Ookami-san to Shichinin no Nakama-tachi,Okami-san and Her Seven Companions,12,24,"['Comedy', 'Romance']"
7770,Yutori-chan,,25,4,"['Comedy', 'Slice of Life']"
7771,Chiisana Jumbo,Little Jumbo,1,28,['Fantasy']
7774,Shin Koihime†Musou: Otome Ryouran☆Sangokushi Engi OVA,,1,25,"['Comedy', 'Ecchi', 'Fantasy']"
7775,Futatsu no Kurumi,,1,46,['Drama']
7779,Andersen Monogatari,Hans Christian Andersen Stories,52,24,['Fantasy']
7781,Gothicmade: Hana no Utame,,1,70,"['Mecha', 'Romance', 'Sci-Fi']"
7782,Kämpfer Picture Drama,,1,11,['Comedy']
7785,Yojouhan Shinwa Taikei,The Tatami Galaxy,11,23,"['Comedy', 'Mystery', 'Psychological', 'Romance']"
7786,Arabian Nights: Sindbad no Bouken,Arabian Nights: Sinbad's Adventures,1,81,"['Action', 'Adventure', 'Fantasy']"
7791,K-ON!!,K-ON! Season 2,26,24,"['Comedy', 'Music', 'Slice of Life']"
7793,Ring ni Kakero 1: Shadow-hen,,6,21,"['Action', 'Sports']"
7803,Challenge Ichinensei de Kakkoii Ichinensei ni Henshin!,,1,35,['Comedy']
7805,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,Baka and Test - Summon the Beasts: Christmas Special,1,4,"['Comedy', 'Romance']"
7807,Mahou Shoujo Lalabel (1980),,1,15,['Mahou Shoujo']
7808,Zukkoke Knight: Don De La Mancha,Don Quixote in the Tales of La Mancha,23,30,"['Adventure', 'Comedy', 'Romance']"
7809,3tsu no Kumo,Trilogy about Clouds,3,4,"['Fantasy', 'Psychological']"
7810,Yami wo Mitsumeru Hane,A Feather Stare at the Dark,1,17,"['Fantasy', 'Psychological']"
7811,Yoru no Okite,A Rule Of Dreams,1,6,['Psychological']
7816,Dr. Slump Movie 6: Arale-chan Ncha! Pengin Mura wa Hare nochi Hare,Dr. Slump and Arale-chan: N-cha! Clear Skies Over Penguin Village,1,42,"['Comedy', 'Slice of Life']"
7817,B Gata H Kei,Yamada's First Time: B Gata H Kei,12,24,"['Comedy', 'Ecchi', 'Romance']"
7818,Yousei Ou,Fairy King,1,60,"['Adventure', 'Fantasy', 'Romance']"
7836,Notari Matsutarou,,10,30,['Sports']
