id,title_romaji,title_english,episodes,duration,genres
7839,UFO Robo Grendizer: Akai Yuuhi no Taiketsu,UFO Robo Grendizer: Confrontation in the Red Setting Sun,1,24,"['Mecha', 'Sci-Fi']"
7843,Kiekaketa Monogatari-tachi no Tame ni,For Almost Forgotten Stories,1,10,"['Fantasy', 'Psychological']"
7844,The Place Where We Were,The Place Where We Were,1,6,"['Fantasy', 'Psychological']"
7845,Seton Doubutsuki,Seton Animal Chronicles,45,25,"['Adventure', 'Fantasy']"
7856,Kage no Kodomo,Children of the Shadows,1,18,"['Fantasy', 'Horror']"
7857,Mini Sengoku BASARA: Chousokabe-kun to Mouri-kun,,7,6,['Comedy']
7858,Sora no Otoshimono OVA,Heaven's Lost Property OVA,1,24,"['Comedy', 'Ecchi', 'Sci-Fi', 'Supernatural']"
7862,Transformers: Robot Masters,Transformers: Robot Masters,2,6,['Mecha']
7864,SF Lolita Fantasy OME-1,,2,30,"['Hentai', 'Sci-Fi']"
7867,Gon,,50,23,"['Action', 'Adventure']"
7870,Baka to Test to Shoukanjuu Specials,Baka and Test - Summon the Beasts Specials,6,4,"['Comedy', 'Slice of Life']"
7875,Kanokon: Manatsu no Dai Shanikusai Specials,,2,3,['Ecchi']
7876,Oz no Mahoutsukai,The Wizard of Oz,1,72,['Fantasy']
7877,"Momoko, Kaeru no Uta ga Kikoeru yo",My Sister Momoko,1,79,"['Drama', 'Slice of Life']"
7882,Ramen Tenshi Pretty Menma,,1,20,['Comedy']
7897,Issho ni Sleeping: Sleeping with Hinako,,1,49,['Ecchi']
7900,Super Kid,,1,101,"['Action', 'Adventure', 'Sci-Fi']"
7902,Hagane no Renkinjutsushi: FULLMETAL ALCHEMIST - Arakawa Hiromu Kaki Oroshi 4-koma Gekijou,Fullmetal Alchemist: Brotherhood: 4-Koma Theater,16,2,"['Comedy', 'Fantasy']"
7908,Love2 Police,Love2 Police,1,30,['Hentai']
7914,Kyuukyoku no Chef wa Oishinbo Papa,,1,40,['Hentai']
7915,Otaku no Seiza,,2,24,['Comedy']
7939,Animation!,,13,6,"['Adventure', 'Comedy', 'Fantasy', 'Music', 'Mystery']"
7953,Defend Love,,1,5,"['Adventure', 'Fantasy', 'Mecha', 'Romance']"
7955,The Marshmallow Times,,52,24,['Slice of Life']
7956,Cybot Robocchi,Robby the Rascal,39,24,"['Comedy', 'Sci-Fi']"
7960,Pachislo Kizoku Gin,,23,25,['Action']
7967,Hiroshima ni Ichiban Densha ga Hashitta,,1,31,[]
7969,RIN×SEN: Hakudaku Onna Kyoushi to Yaroudomo,,2,30,['Hentai']
7972,Chi's Sweet Home OVA,,1,13,"['Comedy', 'Slice of Life']"
7980,Shin Obake no Q-tarou,,70,25,"['Comedy', 'Slice of Life', 'Supernatural']"
7981,Obake no Q-tarou (1985),,510,15,"['Comedy', 'Supernatural']"
7982,Tetsuro no Kanata,,1,11,['Adventure']
7985,Taiyou no Hou - El Cantare e no Michi,The Laws of the Sun,1,104,['Fantasy']
8011,Time Bokan Series: Gyakuten Ippatsu-man,,58,24,['Sci-Fi']
8017,Soukou Kihei Votoms: Genei-hen,Armored Trooper Votoms: Genei ~ Phantom Arc,6,24,"['Action', 'Drama', 'Mecha', 'Sci-Fi']"
8022,Tegami Bachi Gakuen,Letter Bee Academy,25,3,['Comedy']
8023,Toaru Kagaku no Railgun: Motto Marutto Railgun,,2,8,['Comedy']
8025,Chi-Sui Maru,,41,6,['Comedy']
8026,Super Street Fighter IV,,1,35,"['Action', 'Adventure']"
8038,Nodame Cantabile Finale Special,,1,25,"['Comedy', 'Music', 'Romance']"
8039,Oppai no Ouja 48: Nanimo Kangaezu Me no Mae no Oppai Zenbu Shabure!,King of Breasts,2,30,['Hentai']
8041,Sennin Buraku,Hermit Village,23,15,"['Comedy', 'Ecchi']"
8042,Taishou Yakyuu Musume.: Konya no Watashi wa Romantic Strike,,2,5,['Sports']
8057,Shin Koihime†Musou: Otome Tairan,,12,25,"['Adventure', 'Comedy', 'Ecchi', 'Fantasy']"
8062,Mai-HiME: Kuro no Mai/Saigo no Bansan,,1,4,['Comedy']
8063,Sekaiichi Hatsukoi OVA,,2,21,"['Comedy', 'Romance']"
8064,Ashiaraiyashiki no Juunin-tachi,,1,6,"['Action', 'Fantasy', 'Supernatural']"
8065,Karakuri Kengou Den Musashi Lord,Musashi,50,30,"['Action', 'Adventure', 'Mecha']"
8068,Kuroshitsuji Picture Drama,,1,17,['Supernatural']
8074,Gakuen Mokushiroku: HIGHSCHOOL OF THE DEAD,High School of the Dead,12,24,"['Action', 'Drama', 'Ecchi', 'Horror', 'Romance', 'Supernatural']"
8078,Kure-nai OVA,,2,29,"['Action', 'Comedy']"
8079,Tamala 2010: A Punk Cat in Space OVA,,2,17,['Sci-Fi']
8081,Je Bul Chal-ssi Iyagi,The Story of Mr. Sorry,1,64,"['Drama', 'Fantasy', 'Horror', 'Psychological']"
8086,Densetsu no Yuusha no Densetsu,The Legend of the Legendary Heroes,24,24,"['Action', 'Adventure', 'Fantasy']"
8092,Bakumatsu no Spasibo,,1,85,[]
8097,Lupin III: The Last Job,Lupin the 3rd: The Last Job,1,93,"['Adventure', 'Comedy']"
8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,Fafner: Heaven and Earth,1,93,"['Drama', 'Mecha', 'Sci-Fi']"
8100,Mardock Scramble: The First Compression,,1,70,"['Action', 'Adventure', 'Psychological', 'Sci-Fi']"
8101,Hen Zemi,,2,27,"['Comedy', 'Ecchi']"
8108,Tottoko Hamtaro Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kikiippatsu!,Ham Ham Grand Prix - The Miracle of Aurora Valley ~Ribon-chan's Close Call~,1,52,"['Adventure', 'Comedy', 'Fantasy', 'Sports']"
8109,Tottoko Hamtarou: Ham Ham Paradichu! Movie: Hamtarou to Fushigi no Oni no Ehon Tou,Hamtaro: The Mysterious Ogre's Picture Book Tower,1,50,"['Adventure', 'Comedy', 'Fantasy']"
8110,Fukubiki! Triangle: Miharu After,,2,30,['Hentai']
8111,Last Waltz: Hakudaku Mamire no Natsu Gasshuku,,2,30,['Hentai']
8115,Uchuu Show e Youkoso,Welcome to THE SPACE SHOW,1,136,"['Adventure', 'Fantasy', 'Sci-Fi']"
8123,Cooking Papa,,151,25,"['Comedy', 'Slice of Life']"
8129,Kuragehime,Princess Jellyfish,11,22,"['Comedy', 'Romance', 'Slice of Life']"
8130,Mighty Orbots,Mighty Orbots,13,23,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi']"
8132,Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,,1,13,"['Action', 'Mecha']"
8133,Precure All Stars DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,,1,70,"['Action', 'Comedy', 'Fantasy', 'Mahou Shoujo']"
8134,"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!",Sergeant Keroro: The Super Duper Movie 5,1,74,['Comedy']
8139,Konchuu Monogatari: Shin Minashigo Hutch,The New Adventures of Hutch the Honeybee,26,25,"['Adventure', 'Comedy', 'Drama']"
8140,Konchuu Monogatari Minashigo Hutch (1989),,55,25,"['Adventure', 'Comedy', 'Drama']"
8141,Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody,,1,101,"['Adventure', 'Comedy', 'Drama']"
8142,Colorful,Colorful ~ The Motion Picture,1,127,"['Drama', 'Slice of Life', 'Supernatural']"
8143,Sockies: Frontier Quest,,39,5,['Comedy']
8144,THE MOON: Tsuki ga Hoshii to Oujo-sama ga Naita,The King's Daughter Cries for the Moon,,,['Adventure']
8145,Gegege no Kitarou: Nippon Bakuretsu,Spooky Kitaro: Japan Explodes!!,1,83,"['Action', 'Fantasy', 'Horror', 'Supernatural']"
8146,Gegege no Kitarou: Daikaijuu,Spooky Kitaro: Giant Sea Monster,1,50,"['Action', 'Fantasy', 'Horror', 'Supernatural']"
8149,Gegege no Kitarou (1968 Movie),Spooky Kitaro,1,60,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
8150,Gegege no Kitarou: Chisougan,Spooky Kitaro: The All Seeing Eye,1,25,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
8152,Gegege no Kitarou (1985 Movie),Spooky Kitaro,1,24,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
8153,Gegege no Kitarou: Youkai Daisensou,,1,40,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
8154,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,Spooky Kitarou: The Strongest Ghost Army! Landing in Japan!!,1,49,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
8155,Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,Spooky Kitaro: Crash!! The Great Rebellion of the Multi-Dimensional Yōkai,1,48,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
8156,Gegege no Kitarou: Obake Nighter,Spooky Kitaro: The Obake Nighter,1,30,"['Comedy', 'Fantasy', 'Horror', 'Sports', 'Supernatural']"
8157,Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,,1,23,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
8158,Gegege no Kitarou: Jigoku-hen,,7,25,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']"
8162,Mugen Shinshi: Bouken Katsugeki-hen,Dream Dimension Gentleman,1,49,"['Fantasy', 'Horror']"
8176,Teinenpi Shoujo Haiji,,8,3,['Comedy']
8178,Fujoshi no Hinkaku,,1,30,['Slice of Life']
8179,Eagle Sam,,51,25,"['Comedy', 'Sports']"
8180,Koi Suru Tenshi Angelique: Chibi Character Adventure 2,Loving Angel Angelique Chibi Adventure Special 2,1,4,"['Adventure', 'Comedy']"
8181,Adachi-ga Hara,,1,29,['Sci-Fi']
8182,Bouken Shounen Shadar,Adventure Boy Shadar,156,10,"['Adventure', 'Horror']"
8183,Bouken Korobokkuru,,26,25,['Adventure']
8184,Bouken Gabotenjima,Adventure on the Gaboten Island,39,24,['Adventure']
8187,Fumiko no Kokuhaku,Fumiko's Confession,1,2,['Comedy']
8189,The World of Golden Eggs,,26,13,['Comedy']
8190,Nodame Cantabile OVA 2,,1,11,"['Comedy', 'Music', 'Romance']"
8191,Hoshi Shinichi's Short Shorts,Hoshi Shinichi's Short Shorts,26,10,"['Comedy', 'Sci-Fi']"
8192,Hoshi Shinichi's Short Shorts Special,Hoshi Shinichi's Short Shorts Special,1,20,"['Comedy', 'Sci-Fi']"
8194,Akuma-kun,,42,25,"['Adventure', 'Horror', 'Supernatural']"
8195,Guru Guru Town Hanamaru-kun,,101,25,[]
8196,Kawasaki Frontale x Tentai Senshi Sunred 2,,1,2,"['Comedy', 'Sports']"
8197,So Ra No Wo To Specials,Sound of the Sky Specials,2,27,"['Music', 'Sci-Fi', 'Slice of Life']"
8205,Norabbits' Minutes,Norabbits' Minutes,5,3,"['Comedy', 'Fantasy']"
8206,Hime Chen! Otogi Chikku Idol Lilpri,Spellbound! Magical Princess Lilpri,51,24,['Mahou Shoujo']
8208,Jigoku Sensei Nube (Movie),,1,48,"['Adventure', 'Comedy', 'Horror', 'Supernatural']"
8213,Hoka Hoka Kazoku,The Affectuous Family,1428,5,['Comedy']
8214,Tekkamen wo Oe! Dartanyan Monogatari yori,,1,25,"['Action', 'Adventure']"
8215,Genji Tsuushin Agedama,Story from Genji Agedama,51,25,"['Action', 'Comedy', 'Sci-Fi']"
8216,Aa Harimanada,,23,23,['Sports']
8217,Jewelpet Twinkle☆,,52,23,"['Fantasy', 'Mahou Shoujo']"
8218,Fushigi na Elevator,The Elevator,1,7,['Fantasy']
8220,Baby Felix,Baby Felix,65,12,['Comedy']
8226,Akuma-kun (Movie),,1,40,"['Adventure', 'Fantasy', 'Horror', 'Supernatural']"
8227,Akuma-kun: Youkoso Akuma Land e!!,Devil Boy: Welcome to Devil Land!!,1,25,"['Adventure', 'Fantasy', 'Horror', 'Supernatural']"
8228,Jigoku Sensei Nube: Gozen 0 toki Nube Shisu,Hell Teacher Nube: 0 a.m. Nube Dead,1,45,"['Adventure', 'Comedy', 'Horror', 'Supernatural']"
8229,"on-chan, Yume Power Daibouken!",On-chan,1,55,['Fantasy']
8230,True Tears Epilogue,,1,3,"['Drama', 'Romance']"
8231,Princess Lover!: Magical Knight Maria-chan,,6,1,[]
8233,Genji,,2,45,"['Drama', 'Romance', 'Sci-Fi']"
8234,Moomin,,65,25,"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']"
8235,Moomin (1972),,52,25,"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']"
8239,Anime Yasei no Sakebi,Call of the wild,22,40,"['Action', 'Adventure']"
8240,Wanpaku Oomukashi Kum Kum,Kum Kum,26,25,"['Adventure', 'Comedy']"
8241,Rio: Rainbow Gate!,,13,23,"['Comedy', 'Ecchi']"
8243,Mizuki Shigeru no Toono Monogatari,,1,12,"['Adventure', 'Fantasy']"
8244,Keshikasu-kun,,,1,['Comedy']
8245,Metal Fight Beyblade VS Taiyou: Shakunetsu no Shinryakusha Sol Blaze,,1,76,"['Adventure', 'Comedy', 'Sports']"
8246,NARUTO: Shippuuden - The Lost Tower,Naruto Shippuden the Movie: The Lost Tower,1,85,"['Action', 'Comedy']"
8247,BLEACH: Jigoku-hen,Bleach the Movie: Hell Verse,1,93,"['Action', 'Supernatural']"
8248,Soukou Kihei Votoms: Case; IRVINE,Armored Trooper Votoms: Case; Irvine,1,50,"['Action', 'Drama', 'Mecha', 'Sci-Fi']"
8249,Votoms Finder,Armored Trooper Votoms: Votoms Finder,1,39,"['Action', 'Drama', 'Mecha', 'Sci-Fi']"
8250,Soukou Kihei Votoms: Koei Futatabi,Armored Trooper Votoms: Chirico's Return,1,49,"['Action', 'Drama', 'Mecha', 'Sci-Fi']"
8252,Getter Robo (Movie),Getter Robo Movie,1,25,"['Action', 'Mecha', 'Sci-Fi']"
8258,Damen's Walker: THE Anime,,12,3,"['Comedy', 'Romance']"
8275,Kan'in Tokkyuu: Michi Shio,,2,30,['Hentai']
8277,Hyakka Ryouran: Samurai Girls,Samurai Girls,12,24,"['Action', 'Comedy', 'Ecchi', 'Romance']"
8278,Biohazard 4: Incubate,,1,97,"['Action', 'Horror', 'Mystery', 'Supernatural']"
8285,Ai no Senshi Rainbowman,,22,25,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']"
8287,SD Gundam Sangokuden Brave Battle Warriors,,51,12,"['Action', 'Mecha']"
8289,Toumei Ningen R,,2,30,['Hentai']
8290,Inmu Gakuen,,1,31,['Hentai']
8291,Ojou-sama wa H ga Osuki: THE ANIMATION,,2,29,['Hentai']
8292,Seitokaichou Hikaru,"Hikaru, the Chairman of the Intra School Organization",1,32,"['Action', 'Fantasy', 'Hentai']"
8293,Gakuen Saimin Reido,,3,30,['Hentai']
8294,Shinshou Genmukan,,4,15,['Hentai']
8297,Planzet,Planzet,1,53,"['Action', 'Mecha', 'Sci-Fi']"
8302,Ladies versus Butlers! Specials,,6,3,['Ecchi']
8304,Koutetsu Sangokushi Special,,1,24,[]
8310,Magic Kaito,,12,23,['Adventure']
8311,Tegami Bachi REVERSE,Letter Bee Reverse,25,20,"['Adventure', 'Fantasy', 'Supernatural']"
8312,Piece,,1,5,[]
8314,Tentai Senshi Sunred: DVD Short Corners,,4,1,['Comedy']
8316,Kawasaki Frontale x Tentai Senshi Sunred,,4,2,"['Comedy', 'Sports']"
8317,Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,,1,56,['Comedy']
8324,Pelican Road Club Culture,,1,55,"['Comedy', 'Drama', 'Romance']"
8331,Meitantei Conan MAGIC FILE 4: Osaka Okonomiyaki Odyssey,Case Closed Magic File 4: Osaka Okonomiyaki Odyssey,1,25,['Mystery']
8332,Kudan,,1,9,['Fantasy']
8333,Kodomo no Keijijougaku,A Child's Metaphysics,1,5,['Fantasy']
8336,Hanakappa,,,10,['Comedy']
8337,Shoka,,1,24,"['Action', 'Fantasy']"
8339,Kachou no Koi,,1,30,"['Comedy', 'Romance']"
8345,Ukkari Pénélope,,26,5,"['Comedy', 'Slice of Life']"
8346,Ukkari Pénélope OVA,,2,5,['Fantasy']
8348,Tengen Toppa Gurren Lagann: Parallel Works 2,,7,5,['Mecha']
8353,Ketsuinu,,13,2,['Comedy']
8355,Himitsukessha Taka no Tsume THE MOVIE: Soutou wa Nido Shinu,,1,70,['Comedy']
8356,Himitsukessha Taka no Tsume THE MOVIE II: Watashi wo Aishita Kuro Oolong-Cha,,1,90,['Comedy']
8357,Himitsukessha Taka no Tsume THE MOVIE 3: http://takanotsume.jp wa Eien ni,,1,95,['Comedy']
8358,Crayon Shin-chan: Action Kamen vs. Haigure Maou,Crayon Shin-chan: Action Mask vs. Leotard Devil,1,93,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Slice of Life']"
8359,Crayon Shin-chan: Henderland no Daibouken,Crayon Shin-chan: Great Adventure In Henderland,1,97,"['Adventure', 'Comedy', 'Ecchi', 'Slice of Life']"
8360,Crayon Shin-chan: Dengeki! Buta no Hizume Daisakusen,Crayon Shin-chan: Blitzkrieg! Pig's Hoof's Secret Mission,1,99,"['Comedy', 'Ecchi', 'Slice of Life']"
8361,Crayon Shin-chan: Bakuhatsu! Onsen Wakuwaku Daikessen,Crayon Shin-chan: Explosion! The Hot Spring's Feel Good Final Battle,1,110,"['Comedy', 'Ecchi', 'Slice of Life']"
8362,Crayon Shin-chan: Arashi wo Yobu Jungle,Crayon Shin-chan: Jungle That Invites Storm,1,90,"['Action', 'Adventure', 'Comedy', 'Slice of Life']"
8363,Crayon Shin-chan: Arashi wo Yobu Eikou no Yakiniku Road,Crayon Shin-chan: Fierceness That Invites Storm! Yakiniku Road of Honor,1,90,"['Comedy', 'Ecchi', 'Slice of Life']"
8364,Crayon Shin-chan: Arashi wo Yobu! Yuuhi no Kasukabe Boys,,1,97,"['Comedy', 'Ecchi', 'Slice of Life']"
8365,Crayon Shin-chan: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,,1,88,"['Comedy', 'Ecchi', 'Slice of Life']"
8366,Crayon Shin-chan: Densetsu wo Yobu Odore! Amigo!,,1,90,"['Comedy', 'Ecchi', 'Slice of Life']"
8367,Crayon Shin-chan: Chou Arashi wo Yobu Kinpoko no Yuusha,Crayon Shin-chan: Fierceness That Invites Storm! The Hero of Kinpoko,1,93,"['Comedy', 'Ecchi', 'Slice of Life']"
8368,Crayon Shin-chan: Otakebe! Kasukabe Yasei Oukoku,,1,96,"['Comedy', 'Ecchi', 'Slice of Life']"
8369,Crayon Shin-chan: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,,1,100,"['Comedy', 'Ecchi', 'Slice of Life']"
8372,Makoto-chan,,1,85,['Comedy']
8373,Shin Mitsubachi Maya no Bouken,The New Adventures of Maya the Honey Bee,52,25,"['Adventure', 'Comedy']"
8375,Chogattai Majutsu Robot Ginguiser,,26,25,"['Adventure', 'Mecha', 'Sci-Fi']"
8394,Cyborg 009,Cyborg 009,26,24,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']"
8403,BONOBONO: Kumomo no Ki no Koto,,1,61,['Drama']
8407,Sora no Otoshimono: Forte,Heaven's Lost Property: Forte,12,23,"['Comedy', 'Ecchi', 'Romance', 'Sci-Fi', 'Slice of Life', 'Supernatural']"
8408,Durarara!! Specials,,2,23,"['Action', 'Comedy', 'Supernatural']"
8409,Marie & Gali ver. 2.0,,30,5,['Comedy']
8410,Metal Fight Beyblade: Baku,Beyblade: Metal Masters,51,25,"['Adventure', 'Comedy', 'Sports']"
8415,Oi! Ryouma,Rainbow Samurai,39,25,"['Adventure', 'Drama', 'Sports']"
8416,Bonobono (Movie),Bonobono,1,103,['Comedy']
8417,BONOBONO Specials,Bonobono,9,,['Comedy']
8422,Vampire Knight: Gekiai no Portrait,,1,3,['Comedy']
8424,MM!,MM!,12,23,"['Comedy', 'Ecchi']"
8425,GOSICK,Gosick,24,24,"['Drama', 'Mystery', 'Romance']"
8426,Hourou Musuko,Wandering Son,11,23,"['Drama', 'Romance', 'Slice of Life']"
8431,Mahou no Star Magical Emi: Kumo Hikaru,,1,14,"['Drama', 'Mahou Shoujo', 'Slice of Life']"
8436,Ketsudan,,26,25,['Drama']
8438,Pokémon Ranger: Hikari no Kiseki,Pokémon Ranger: Guardian Signs,2,5,"['Adventure', 'Comedy']"
8440,Black Lagoon Omake,,7,3,['Comedy']
8442,MAZE☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,,1,42,"['Adventure', 'Comedy', 'Fantasy', 'Mecha']"
8443,Mahou no Star Magical Emi: Semishigure,,1,60,"['Comedy', 'Mahou Shoujo']"
8446,SAI: Part 1 / Revolving... to the Core,,1,15,['Fantasy']
8449,Togainu no Chi,,12,24,"['Action', 'Sci-Fi']"
8450,Guskou Budori no Denki,The Life of Guskou Budori,1,85,['Drama']
8451,Donguri to Yamaneko,,1,25,['Drama']
8456,Queen's Blade: Utsukushiki Toushi-tachi,Queen's Blade: Beautiful Warriors,6,29,"['Action', 'Adventure', 'Ecchi', 'Fantasy']"
8457,Yozakura Quartet: Hoshi no Umi,,3,28,"['Action', 'Comedy', 'Supernatural']"
8460,Mirai Nikki OVA,,1,8,"['Action', 'Supernatural']"
8464,Pants no Ana,Holey Pants: Desire on a Stroll,1,32,"['Comedy', 'Ecchi']"
8465,Ichiban Ushiro no Daimaou Specials,Demon King Daimaou Specials,6,3,"['Comedy', 'Ecchi', 'Fantasy']"
8471,Naoko no Tropic Angel: Hyouryuu,,1,22,['Hentai']
8475,Asura,,1,75,"['Action', 'Drama', 'Horror']"
8476,Otome Youkai Zakuro,Zakuro,13,24,"['Romance', 'Supernatural']"
8478,Doubutsu Kankyou Kaigi,,20,5,[]
8479,Hetalia World Series,Hetalia World Series,48,5,['Comedy']
8481,Bungaku Shoujo: Memoire,,3,24,"['Comedy', 'Drama', 'Mystery', 'Psychological', 'Romance']"
8486,Kihei Senki Legacies,,1,1,"['Fantasy', 'Mecha']"
8487,Onigamiden,Legend of the Millennium Dragon,1,98,"['Action', 'Supernatural']"
8490,Digimon Adventure 3D: Digimon Grand Prix!,,1,7,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Sports']"
8491,Digimon Savers 3D: Digital World Kiki Ippatsu!,,1,7,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Supernatural']"
8492,Kikansha Yaemon,,1,31,['Fantasy']
8493,Gegege no Kitarou: Kitarou no Yuurei Densha,Gegege no Kitarou: Kitarou's Ghost Train,1,11,"['Adventure', 'Supernatural']"
8494,Kikansha Yaemon: D51 no Daibouken,,1,62,['Fantasy']
8495,Mahou Tsukai Haley no Speed Story,,1,30,['Fantasy']
8496,Neko Neko Fantasia,Kitty-Cat Fantasia,1,30,"['Comedy', 'Fantasy', 'Slice of Life']"
8500,Haguregumo,,1,91,['Comedy']
8501,Chibikko Kaijuu Yadamon,,26,25,"['Comedy', 'Supernatural']"
8503,Fushigi Mahou Fun Fun Pharmacy,,48,12,"['Fantasy', 'Mahou Shoujo', 'Slice of Life', 'Supernatural']"
8507,Ikkitousen: XTREME XECUTOR - Yume Rokkei,,6,3,"['Comedy', 'Ecchi']"
8514,Break Blade 2: Ketsubetsu no Michi,Broken Blade 2,1,51,"['Action', 'Fantasy', 'Mecha']"
8516,Baka to Test to Shoukanjuu Ni!,Baka and Test - Summon the Beasts 2,13,24,"['Comedy', 'Romance', 'Slice of Life']"
8518,Mai-Otome Special: Otome no Inori,,1,5,['Slice of Life']
8520,Biriken,,32,13,['Comedy']
8521,Biriken Nandemo Shoukai,,22,25,['Comedy']
8522,Midoriyama Koukou Koushien-hen (Movie),,1,81,"['Comedy', 'Sports']"
8523,Sukeban Shoukai Cutie Lemon,,3,24,['Hentai']
8524,The Kabocha Wine: Nita no Aijou Monogatari,,1,24,"['Comedy', 'Romance', 'Slice of Life']"
8525,Kami nomi zo Shiru Sekai,The World God Only Knows,12,23,"['Comedy', 'Romance', 'Supernatural']"
8526,Honey Tokyo,Honey Tokyo,1,11,['Sci-Fi']
8532,"Kateikyoushi Hitman REBORN! Vongole Family Sou Toujou! Vongole Shiki Shuugakuryokou, Kuru!!",REBORN!: Here Comes a Vongola Family-Style School Trip!,1,26,['Comedy']
8533,Hana no Kage,Shadow of the Cherry Blossoms,1,17,"['Drama', 'Romance']"
8536,FORTUNE ARTERIAL: Akai Yakusoku,,12,24,"['Comedy', 'Romance', 'Supernatural']"
8538,Gokujou!! Mecha Mote Iinchou Second Collection,The Best!! Extremely Cool Student Council President Second Collection,51,24,"['Comedy', 'Romance']"
8539,Toilet no Hanako-san,,1,31,['Horror']
8542,Shin Ace wo Nerae!,New Aim for the Ace!,25,25,"['Drama', 'Sports']"
8546,"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken",Dr. Slump: Hoyoyo! Space Adventure,1,90,"['Comedy', 'Slice of Life']"
8547,Dr. Slump Movie 5: Arale-chan Hoyoyo! Yume no To Mecha Police,Dr. Slump and Arale-chan: Hoyoyo! Dream Metropolitan Mecha Police,1,38,"['Comedy', 'Slice of Life']"
8548,Dr. Slump Movie 8: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,Dr. Slump and Arale-chan: Hoyoyo!! Follow the Rescued Shark...,1,25,"['Comedy', 'Slice of Life']"
8550,Dr. Slump: Arale no Bikkuri Baan,,1,50,"['Adventure', 'Comedy', 'Slice of Life']"
8551,Dr. Slump 2007: Tokubetsu-hen - Dr.MASHIRITO ABALE-chan,Dr. Mashirito and Abale-chan,1,5,"['Comedy', 'Slice of Life']"
8553,Time Bokan Series: Time Patrol-Tai Otasukeman,,53,25,"['Comedy', 'Sci-Fi']"
8554,Hashire Melos,Run Melos,1,68,['Drama']
8557,Shinryaku! Ika Musume,Squid Girl,12,24,"['Comedy', 'Slice of Life']"
8560,"Kyou, Koi wo Hajimemasu",,2,20,"['Drama', 'Romance', 'Slice of Life']"
8561,Saint Elmo: Hikari no Raihousha,Saint Elmo: Apostle of Light,1,65,['Sci-Fi']
8563,Chikyuu Monogatari Telepath 2500,Earth Story Telepath 2500,1,105,"['Adventure', 'Drama', 'Sci-Fi']"
8567,Rusuban,Home Alone,1,4,['Fantasy']
8574,Aoi Taiken,,2,25,['Hentai']
8577,Aki-Sora: Yume no Naka,Aki Sora,2,25,"['Ecchi', 'Romance']"
8584,Future War 198X-nen,Future War Year 198X,1,125,['Drama']
8595,Kotencotenco,,52,25,"['Adventure', 'Comedy', 'Fantasy']"
8598,Yuki,Yuki: Snow Fairy,1,89,"['Adventure', 'Fantasy']"
8599,Mayoi Neko Overrun! Specials,,6,3,"['Comedy', 'Ecchi']"
8603,Tegami: Haikei Juugo no Kimi e,,1,5,['Slice of Life']
8604,Oshiri Kajiri Mushi,,1,2,['Comedy']
8609,Meitantei Conan: KID in TRAP ISLAND,Case Closed: Kid in Trap Island,1,24,"['Adventure', 'Comedy', 'Mystery']"
8619,Ladies versus Butlers! Tokuten Disc Music Clip,,1,3,"['Ecchi', 'Music']"
8624,Digimon Xros Wars,Digimon Fusion,30,25,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']"
8626,Good Morning,,1,3,['Slice of Life']
8628,Chains & Rings,Chains & Rings,1,3,['Fantasy']
8630,Hidan no Aria,Aria the Scarlet Ammo,12,24,"['Action', 'Comedy', 'Ecchi', 'Romance']"
8631,YanYan Machiko,,9,2,"['Comedy', 'Slice of Life']"
